ID,Name,url
3c4447e5-bf74-426d-ac93-650df74ea250,International Conference on Communication and Network Security,https://www.semanticscholar.org/paper/00005d68c6c7eb4d3c27da8242a30b9a498f991e
d0fd9a2e-7924-417b-8a2f-9f85acf31330,International Conference Innovation Engineering and Technology,https://www.semanticscholar.org/paper/000099f496c1d97729700a77931d98b28a42d5df
bdc2e585-4e48-4e36-8af1-6d859763d405,AAAI Conference on Artificial Intelligence,https://www.semanticscholar.org/paper/0000f2eb98405f7d4044761c1707a199ac6189bc
6363ebc9-706a-4203-b804-148cbf8810ce,IEEE International Conference on Bioinformatics and Biomedicine,https://www.semanticscholar.org/paper/0001732a8f4f8443731a16387dda81c61a7bf108
9012153e-aed6-447e-bccf-4aaf6f4bf52f,IEEE International Conference on Consumer Electronics,https://www.semanticscholar.org/paper/0002b568154d66ae99ead0427c3f9795a46e9029
022430e1-ff7e-4441-8457-affe82b3bd65,"International Symposium on Networks, Computers and Communications",https://www.semanticscholar.org/paper/00035935ebe4b477aa66135beba8da4abe3f591d
3dbf084c-ef47-4b74-9919-047b40704538,Italian National Conference on Sensors,https://www.semanticscholar.org/paper/00040bdd447f041a50ae95fd51926cf435ef1eba
3dbf084c-ef47-4b74-9919-047b40704538,Italian National Conference on Sensors,https://www.semanticscholar.org/paper/00044a527a0642b08f385cda845331f0fc8cbbfd
b7d9506a-45c5-45d0-9588-e7c946acb8c9,Computational Intelligence in Security for Information Systems,https://www.semanticscholar.org/paper/000508e61e3f44ed94598bace1aaa96db6008a06
29b9c461-963e-4d11-b2ab-92c182243942,IEEE Symposium on Security and Privacy,https://www.semanticscholar.org/paper/000685e039f89a4baf3e0de2502dbc988e663db4
b8e1c2e0-1b74-4058-baa7-54f0bb392eba,Computing and Communication Workshop and Conference,https://www.semanticscholar.org/paper/000734d25e1952d5dd1d5af66a88fd7e565abf33
d9720b90-d60b-48bc-9df8-87a30b9a60dd,Neural Information Processing Systems,https://www.semanticscholar.org/paper/00080e5262120b1a8173518a1a5f9ce3da8aeb50
1124d164-490d-4da9-b0c2-ce8a8dc98202,BigData Congress [Services Society],https://www.semanticscholar.org/paper/0009c22526019f1b1a07537244382ed874371079
ab0ea0d9-ab60-449f-ac5e-9cbc0e3d5a6e,International Conference Intelligent Data Communication Technologies and Internet Things,https://www.semanticscholar.org/paper/000ac127a9e270e66d99d77dd6dbf4bf5186ce52
cb4cad41-2375-4efe-b205-7ce789c1b8af,International Symposium on Communications and Information Technologies,https://www.semanticscholar.org/paper/000ae7ec0987195782b71db051235dd1e200ab4a
b0f32794-b6c9-414c-b208-f48488188f0f,International Conference on Networking in Education and Research,https://www.semanticscholar.org/paper/000b53134b805be72e269cd79463dff4fd59d9f7
1ec5a55c-414e-4f79-b7dc-48e1dba3618e,IEEE Region 10 Conference,https://www.semanticscholar.org/paper/000bc721cefe3f2ba2425e8b95b042dc1e9778f9
b6744d41-3aae-472d-98cf-21f4373115b2,International Conference on Industrial Informatics,https://www.semanticscholar.org/paper/000bd1e06b5813a19a9317d62d414b4042ce89ad
e1afedcc-2543-4f61-b797-bc52344438e7,"International Conference on Social Networks Analysis, Management and Security",https://www.semanticscholar.org/paper/000bd470128362423c2fe1354cc4a24b376018d4
46ea0717-6bd1-426d-aa9f-c76eb45e1805,International Conference on Mechatronics and Machine Vision in Practice,https://www.semanticscholar.org/paper/000d02535797fd8ca7b0f04edcbf356e089a5338
37888117-3756-41ca-8398-727924167457,"International Conference on Control, Engineering & Information Technology",https://www.semanticscholar.org/paper/000db9915add5a825b593326acc98f24775f776e
34e23edc-d287-46e8-9963-ad079321aa9f,International Symposium on Autonomous Decentralized Systems,https://www.semanticscholar.org/paper/000dca71877ed893ed8bfd6ad2dcd3a3f7abff90
97a677bb-0fa7-4c1d-a54e-24db1fb98dd5,International Conference on Computational Intelligence and Communication Networks,https://www.semanticscholar.org/paper/000ddbbb741b127f795dd09f748b2c508a54a5a3
47e0888a-1a02-4c10-896a-464d8d7572a4,"International Conference on Computing, Networking and Communications",https://www.semanticscholar.org/paper/000e1be6f92b4fb2db6d6255210b8984f20a4003
51227d50-1d22-48c8-ac32-5466d5c3d16b,SMART,https://www.semanticscholar.org/paper/000e62ca8505e3a5d04f851a78e0cee6549e4583
568703b2-71b4-4fe5-97b0-1696cbc9ff46,"International Conference on Signal Processing, Communications and Computing",https://www.semanticscholar.org/paper/000ec436787a0111819e43df0cf48c5e8cbc7631
4ee942df-8fd9-437c-a9a6-e82a7cfdfb33,International Conference on Data Science and Information Technology,https://www.semanticscholar.org/paper/000ecb968f8f983421dffadcca7c11b5b6c7f009
975e1529-a14b-436f-ad7e-a09d8eabc50d,IEEE International Conference on Multimedia and Expo,https://www.semanticscholar.org/paper/00102bcb9310a0410ca8462d5b8df900e3352f5d
f63e4bb3-0e34-4ab9-8bf1-45fa94f94fe1,International Conference on Recent Advances and Innovations in Engineering,https://www.semanticscholar.org/paper/001130846b34ba425a94443382f5dc7db92e048a
47c47088-7640-441b-85ba-375fe8f5c3a4,International Conference on Computing Communication and Networking Technologies,https://www.semanticscholar.org/paper/0013b0fb32809804b613681381979f61047a586f
7c2ed62b-652b-4fc5-912c-c579b4c98c67,International Conference on Intelligent Human-Machine Systems and Cybernetics,https://www.semanticscholar.org/paper/001431f69d0268a4497f39002c412c728ff44276
a5ccc967-f56a-4ebf-beb0-4e0bfdd5785b,"International Symposium on Antennas, Propagation and EM Theory",https://www.semanticscholar.org/paper/00145d7735dc442c51383f37023cc5929090e16c
a47b9394-c5c7-4bc8-b8fc-b08f96954278,IEEE International Geoscience and Remote Sensing Symposium,https://www.semanticscholar.org/paper/001585ee486c399043bb3f2ebfc84cfc0014aea8
41bf9ed3-85b3-4c90-b015-150e31690253,Conference on Empirical Methods in Natural Language Processing,https://www.semanticscholar.org/paper/00159a3f909534e328276ac4a4424a100802708c
7a30a111-07e4-4ab7-a402-1990d9cd4832,Telecommunications Forum,https://www.semanticscholar.org/paper/001688d837b7bbd0cd9ae7b9ca12f584b8406d35
0d6f7fba-7092-46b3-8039-93458dba736b,"IEEE International Conference on Acoustics, Speech, and Signal Processing",https://www.semanticscholar.org/paper/001724979a91f382172c885b17b6ffa91532f089
d8655d54-1311-417a-91f7-c5c6daf8fba2,"IEEE International Conference on Software Analysis, Evolution, and Reengineering",https://www.semanticscholar.org/paper/0017372ff28b2330352af629d2e4901ec4ffafce
9213b848-c171-4f98-8c0b-e69f0b41941b,International Conference on Computing Communication Control and automation,https://www.semanticscholar.org/paper/00179e35d499fc9668dfda2923ecbfa4aa8a6225
8f83be5d-9857-4772-ba0a-0cd7aa18e467,International Conference on Electrical and Electronics Engineering,https://www.semanticscholar.org/paper/00184199c99e5feed6e1fb52bce3721dcee9f567
54c34256-7049-4afc-ad8d-f2b68cca0a45,"SouthEast European Design Automation, Computer Engineering, Computer Networks and Social Media Conference",https://www.semanticscholar.org/paper/0018b429dcab2ff40183ee5f0226ab1183f7bdda
1ea59d80-d9e8-455e-aa83-2f0afd7503aa,International Workshop on Sensor-based Activity Recognition and Interaction,https://www.semanticscholar.org/paper/001adcb8cde649af7213ffa660d66143e8f8ee68
0d6f7fba-7092-46b3-8039-93458dba736b,"IEEE International Conference on Acoustics, Speech, and Signal Processing",https://www.semanticscholar.org/paper/001d9273ad91fbe71c2c32fd926dc213e10d98c6
3dbf084c-ef47-4b74-9919-047b40704538,Italian National Conference on Sensors,https://www.semanticscholar.org/paper/001d9b4e71b4031ecf7dd4b7bb6e32ac45102eca
6682f507-bba1-49f1-a361-cf7f43ab432b,International Conference on Robotics and Mechatronics,https://www.semanticscholar.org/paper/001e18f8290b761c64dd871d31a05cc4a71bee30
4a0a181c-3807-4883-8ac2-b0ddf5f46497,International Conference on Communication and Electronics Systems,https://www.semanticscholar.org/paper/001e1a4380e7b0ffe2ec7fe34c6135b7f416b137
bea6dbb8-4367-4c35-8e28-e749f3ad107c,International Conference on Database Theory,https://www.semanticscholar.org/paper/001e7ecd580d3f9e5e69a954ec8d89dcf3ddeeca
69a08215-5ca4-41b6-a305-da432d8bd5a8,IEEE International Symposium on Hardware Oriented Security and Trust,https://www.semanticscholar.org/paper/001eb5709572a014485bbcf1e983442351d05f80
9213b848-c171-4f98-8c0b-e69f0b41941b,International Conference on Computing Communication Control and automation,https://www.semanticscholar.org/paper/001eef72429e014630dad45c4ddc1cae174dbe8c
f80ba4a3-7aed-4021-b4d8-e4f50668847a,IEEE International Joint Conference on Neural Network,https://www.semanticscholar.org/paper/001f207cc7a80ad08cdbab2b8eca23b0a8618cb3
234ccdc0-f58f-4f94-b86a-428d11a0c5ad,International Symposium on Information Theory,https://www.semanticscholar.org/paper/001f57b2f330304224c85d73091c6af31cf91b78
d79c0d2a-37de-4287-87e7-1e57576dcae7,International Conference on Machine Learning and Computing,https://www.semanticscholar.org/paper/001f9f243d239b9514d57e233d462fee1529012d
a01f9bd5-61d7-4286-a051-30df17d78dda,International Conference Laser Optics,https://www.semanticscholar.org/paper/00204e5c4e0e8dc3aa4b9fd42ffae323985ecdf6
4c82b394-c401-4ce2-982e-7ab79de2bd24,IEEE International Conference on Healthcare Informatics,https://www.semanticscholar.org/paper/002419348bc4f97db77338d125064c673c4a1ce7
73f7fe95-b68b-468f-b7ba-3013ca879e50,Conference on Computer and Communications Security,https://www.semanticscholar.org/paper/00247f60e652c4e0b009d7e2744cb29472ae9ddd
3a9e0ec4-25fc-4a07-8b5c-b1500b7babaa,International Test Conference,https://www.semanticscholar.org/paper/00249b0afa216c67eb8913821c332b4e77d4fa4d
e84bb5a1-8f79-42cc-8eb1-3a52f7c73d63,"IEEE International Conference on Systems, Man and Cybernetics",https://www.semanticscholar.org/paper/00253ee400f51b55dc52b8829b174fe6270f45d9
8acaada7-7c03-41b4-bcef-65926e7ee9fb,SoutheastCon,https://www.semanticscholar.org/paper/002711a4a053f19f6373be996472e4de980f0047
768b87bb-8a18-4d9c-a161-4d483c776bcf,Computer Vision and Pattern Recognition,https://www.semanticscholar.org/paper/0027178aa940b2913dd85a0e0a6a5b6e5f44a087
6336131c-2f71-4f61-bc3b-1bf31ec9fa3d,International Conference on Computing for Sustainable Global Development,https://www.semanticscholar.org/paper/00278c4395ed2f884a5e5cd53e9ccd06db80f626
a04aa735-dc34-4b29-a70b-2cc395c25173,Irish Signals and Systems Conference,https://www.semanticscholar.org/paper/0027b91df1226beb0bee907f1785d5171fff11e0
47c47088-7640-441b-85ba-375fe8f5c3a4,International Conference on Computing Communication and Networking Technologies,https://www.semanticscholar.org/paper/00283acbdad795cdfcc130a61af1c0abc0642c2f
90d92c76-e905-4148-bc80-dc969d2eb683,IEEE International Conference on Smart Grid Communications,https://www.semanticscholar.org/paper/00293c74ecdedb9afa1a52a8c911eae7a418fd5d
22af107a-3e64-455e-92c6-82141a5a7e6a,IET Networks,https://www.semanticscholar.org/paper/002af81e9c2ec4361890465809ecdd1dabcaae18
3dbf084c-ef47-4b74-9919-047b40704538,Italian National Conference on Sensors,https://www.semanticscholar.org/paper/002b5b830c6c7f312dd82cf936b6204bd4018de6
b305f4fd-5f09-4de4-b108-6a07a4218565,Computer Assisted Radiology and Surgery - International Congress and Exhibition,https://www.semanticscholar.org/paper/002b82c80a80b9dc83127aec58c8cc1e216e2772
04c27a39-9b93-4b31-961a-c38ec6b40bbc,"IEEE Annual Information Technology, Electronics and Mobile Communication Conference",https://www.semanticscholar.org/paper/002be03a6c1f589e707fb85f6cdb43b76375429e
1c2ab05c-7d69-465e-929d-0920857aedce,International Conference on Automated Software Engineering,https://www.semanticscholar.org/paper/002cb5be63bcaf31febbb30b0f4e1347018124f9
43832dae-bddd-4002-9b5f-a11440fe6909,International Conference on the Digital Society,https://www.semanticscholar.org/paper/002cfb2e442a9dfbea772dada65889b9c841dd73
3779a5a7-9119-4f69-84fe-f7eef193eb49,Conference on Computational Natural Language Learning,https://www.semanticscholar.org/paper/002ee3af10b6a6252cf090a16d6226b971b9e98c
66957f12-bbc3-43b5-b1e1-e7678f63b800,Latin American Symposium on Circuits and Systems,https://www.semanticscholar.org/paper/002febb432822408f8d4bfab3ff704f5a7c06696
97a677bb-0fa7-4c1d-a54e-24db1fb98dd5,International Conference on Computational Intelligence and Communication Networks,https://www.semanticscholar.org/paper/003020856c6cfbdecb7f71ca8fb53bfa75e2efec
34342fcb-3fe0-45c6-a017-6e65b73d030f,IEEE International Conference on e-Science,https://www.semanticscholar.org/paper/00309b5b1fa392c3eead280c4483ff9d7dda7616
d9720b90-d60b-48bc-9df8-87a30b9a60dd,Neural Information Processing Systems,https://www.semanticscholar.org/paper/003186bc4161c9e7d35f805c5c7d7e1a70320a0f
625842ea-b2ac-4832-aa41-6bd142cfc9d9,Annual Conference of the IEEE Industrial Electronics Society,https://www.semanticscholar.org/paper/0031cc110407a5eff056a8bdb2197ba39b099396
0dc0e794-53db-401d-bd8f-8da9165b2865,International Conferences on Contemporary Computing and Informatics,https://www.semanticscholar.org/paper/00338b9f8d167f862f3d701e2d4b8321303f6663
f2c85de5-7cfa-4b92-8714-a0fbdcf0274e,ACM Multimedia,https://www.semanticscholar.org/paper/003469391ad902ef42928fc7726f397af7b665c6
c1a3f23d-e3de-40a3-8d2d-187b921b61c8,"IEEE International Conference on Software Quality, Reliability and Security Companion",https://www.semanticscholar.org/paper/0034e0660204c8d026cb4b2abae76d78a3794330
56001f1b-2484-49f2-8919-c3b70164f58e,Artificial Intelligence and Symbolic Computation,https://www.semanticscholar.org/paper/0034e7fbecc7fd77fa3f9c8c42fe3c07c0d971db
69951de1-74d3-4924-8e43-73f48a3d006a,IEEE Congress on Evolutionary Computation,https://www.semanticscholar.org/paper/003503042d7d088c846b31cf6211a56d2694a8c1
a787c1d1-6429-4d3e-b5f5-56ac11fc9bca,Information Hiding and Multimedia Security Workshop,https://www.semanticscholar.org/paper/003556a2025e5ef8d70174f1e137fbdf064c671b
5f087f3f-d96b-4da6-8049-604ac2349c44,IEEE Aerospace Conference,https://www.semanticscholar.org/paper/0035712247e5f8b18bc045d432a4f5b028792b80
f80ba4a3-7aed-4021-b4d8-e4f50668847a,IEEE International Joint Conference on Neural Network,https://www.semanticscholar.org/paper/00365a88398bf33ef5b9a72629903661ada54e1d
ecc3036c-4c51-45be-8b2e-f5bb0ea3db40,International Conference on Autonomic Computing and Self-Organizing Systems,https://www.semanticscholar.org/paper/003771ce525074f4398d4b88fbdf45dcbab2144a
5353d583-6f50-4967-ab34-74338b908b90,ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,https://www.semanticscholar.org/paper/0038069fee6b7a4421dc5ddad8c80a8d5533902e
d8a9bd17-0d6c-4608-8ca1-ad5c3aa863ef,International Conferences on Information Technologies and Electrical Engineering,https://www.semanticscholar.org/paper/0038d76cdfb13a539e52975b5b26616bc658e23e
60c45ccc-5528-42eb-85a9-7606a3d9b220,International Conference on Interaction Sciences,https://www.semanticscholar.org/paper/0039d9cc65034f707ec98879b5f6ffe36b3f14e7
3dbf084c-ef47-4b74-9919-047b40704538,Italian National Conference on Sensors,https://www.semanticscholar.org/paper/003b4013b059084e443fb896a72962355466bdbf
ad34e82f-f936-47a5-9c78-c4453dff3f60,"International Conference on Trust, Security and Privacy in Computing and Communications",https://www.semanticscholar.org/paper/003de3b656490a0878dbde768d6161ffb48d9729
71b66afc-2aea-4b7b-89db-e557353969f6,International Conference on Computational Intelligence and Intelligent Systems,https://www.semanticscholar.org/paper/003e92652f88ef316ad3ba85bf37705716593e40
c5aefac7-151e-446e-8249-167c5b765a38,International Conference of Soft Computing and Pattern Recognition,https://www.semanticscholar.org/paper/003ea162c0c0ef70d57b7f18301f98329b821f35
d7d7587f-a1e9-46a4-9db5-54c95787c6f1,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,https://www.semanticscholar.org/paper/003eeade42b49fb4b3ad5ff0a4e4927239c97c05
8562fda3-aff2-4814-afe8-640547715626,International Workshop on the Design of Reliable Communication Networks,https://www.semanticscholar.org/paper/003fb9cba623bb285dde47732a73d39f0628a68d
3dbf084c-ef47-4b74-9919-047b40704538,Italian National Conference on Sensors,https://www.semanticscholar.org/paper/003fd4c1c8b370de0be5eca6068604dbf8c46a62
f6752838-f268-4a1b-87e7-c5f30a36713c,International Conference on Machine Learning and Applications,https://www.semanticscholar.org/paper/004003dec2303cd9f5603ea12f595db7d3c16cf9
a279296e-0f43-4cb6-9483-01b403529f3c,International Conference on Pervasive Computing Technologies for Healthcare,https://www.semanticscholar.org/paper/0040448321495dc87955ff9948dce7fe8917f7ae
2cbf9479-e1fa-4c75-81f6-7103e18156ca,Chinese Control and Decision Conference,https://www.semanticscholar.org/paper/00406a27e9c26d2c35ddaf1e105c2bdd77109c61
72b1619c-55d6-4f98-9218-23cd8aa74091,"IEEE Uttar Pradesh Section International Conference on Electrical, Computer and Electronics Engineering",https://www.semanticscholar.org/paper/0040d93083d808e70bb8f16126891242ff9e5dfc
47c47088-7640-441b-85ba-375fe8f5c3a4,International Conference on Computing Communication and Networking Technologies,https://www.semanticscholar.org/paper/004147dab6dc3372133f551f06d40d0aecc2951e
d919571a-3e54-49a5-a4ab-2a62647ee280,"International Conference on Image Processing, Applications and Systems",https://www.semanticscholar.org/paper/0043a67333f59b65ff6272bed94a8157fdbf8fdc
0b3ee9d9-f675-4051-87b1-08bf4319e8aa,International Conference on Software and Computer Applications,https://www.semanticscholar.org/paper/0043deebe0d71ba32d27e07a6c04160550172f25
f5af95d8-4140-4a0b-adf7-4f2b9d158df9,Annual SRII Global Conference,https://www.semanticscholar.org/paper/0043ec4f06642e03981ec01f56d1362a4872163d
d11025b6-9660-45df-b13a-555e3ff4ceca,International Conference on Multimodal Interaction,https://www.semanticscholar.org/paper/0045c28beeb2a87f6799d8a45483b3ce87367ea6
c1a741b4-d5a6-4f2f-8701-9191c4e3591d,"International Conference Bioscience, Biochemistry and Bioinformatics",https://www.semanticscholar.org/paper/00460ea4a5c5b721eea657fd4e17c041752bdec8
a88140cf-3ca8-46c2-b1f7-446f137cf336,Frontiers in Education Conference,https://www.semanticscholar.org/paper/00469933548cf84db1f045cda13a322ab88eb378
e574da12-4e4c-4b78-a203-ae3719c0c4f7,Annual International Computer Software and Applications Conference,https://www.semanticscholar.org/paper/0047110e62edb20e946f6d4e498e2506066c67ad
044da3ee-0859-4414-b130-ace3e194e772,International Conference on Learning Analytics and Knowledge,https://www.semanticscholar.org/paper/00475e45e3a5a5e0fbb03d6fafd9ee4e728861b6
7cd7bf33-3c9a-4b3f-8b1a-177673c6ca73,Consumer Communications and Networking Conference,https://www.semanticscholar.org/paper/0048236fb4a2cb10fc0640cbbf0fe2a87349ce72
6bbd7892-a24b-48fc-b52d-c91cdb1bac13,International Conference on Computer Science and Artificial Intelligence,https://www.semanticscholar.org/paper/0048cb4bb4a571958ae598afee155cf6a23b765a
c1a741b4-d5a6-4f2f-8701-9191c4e3591d,"International Conference Bioscience, Biochemistry and Bioinformatics",https://www.semanticscholar.org/paper/004942e3402c0e267190640edc9e54dc2fba73cf
f49c28f8-195e-44cd-94be-23a1664c0183,IEEE International Conference on Circuits and Systems for Communications,https://www.semanticscholar.org/paper/004a654d18049a2354d489ffbfd465148519f068
589ed020-784b-47ac-884d-9c6ae29fd509,International Conference Intelligent Computing and Control Systems,https://www.semanticscholar.org/paper/004b34a845d747001ba6e9a2e4da2e55e53a5c71
966ed49f-abb2-4051-a7e7-c966d9426b85,International Conference on Network of the Future,https://www.semanticscholar.org/paper/004ce30de70a9d554aa990ee22533ff73a4faf42
Unknown,"IEEE International Performance, Computing, and Communications Conference",http://www.ipccc.org/
Unknown,IEEE Vehicular Technology Conference,http://vtsociety.org/
Unknown,AAAI Conference on Artificial Intelligence,http://www.aaai.org/
Unknown,International Conference on Machine Learning,https://icml.cc/
Unknown,Neural Information Processing Systems,http://neurips.cc/
Unknown,International Conference on Algorithmic Learning Theory,http://www.wikicfp.com/cfp/program?id=143
Unknown,IEEE/ACM International Conference on Human-Robot Interaction,http://www.wikicfp.com/cfp/program?id=1232
Unknown,IEEE International Conference on Computer Vision,https://ieeexplore.ieee.org/xpl/conhome/1000149/all-proceedings
